,node_index,node_name,node_source,node_id,node_type
108171,108171,platelet activation,GO,30168,biological_process
108180,108180,negative regulation of chronic inflammatory response to antigenic stimulus,GO,2875,biological_process
108186,108186,regulation of hair cycle by canonical Wnt signaling pathway,GO,60901,biological_process
108217,108217,negative regulation of platelet-derived growth factor receptor-alpha signaling pathway,GO,2000584,biological_process
108222,108222,T cell receptor V(D)J recombination,GO,33153,biological_process
108244,108244,monocyte aggregation,GO,70487,biological_process
108267,108267,positive regulation of nucleotide-binding oligomerization domain containing 1 signaling pathway,GO,70430,biological_process
108281,108281,positive regulation of MHC class II biosynthetic process,GO,45348,biological_process
108283,108283,positive regulation of nitric-oxide synthase biosynthetic process,GO,51770,biological_process
108291,108291,activation of protein kinase A activity,GO,34199,biological_process
108292,108292,activation of protein kinase B activity,GO,32148,biological_process
108293,108293,activation of protein kinase C activity,GO,1990051,biological_process
108294,108294,activation of Janus kinase activity,GO,42976,biological_process
108295,108295,activation of NF-kappaB-inducing kinase activity,GO,7250,biological_process
108310,108310,negative regulation of vascular wound healing,GO,61044,biological_process
108348,108348,negative regulation of ERK1 and ERK2 cascade,GO,70373,biological_process
108366,108366,defense response to protozoan,GO,42832,biological_process
108388,108388,cellular response to hypoxia,GO,71456,biological_process
108433,108433,negative regulation of interferon-gamma-mediated signaling pathway,GO,60336,biological_process
108434,108434,positive regulation of interferon-gamma-mediated signaling pathway,GO,60335,biological_process
108458,108458,intestinal epithelial cell development,GO,60576,biological_process
108511,108511,defense response to Gram-negative bacterium,GO,50829,biological_process
108512,108512,defense response to Gram-positive bacterium,GO,50830,biological_process
108535,108535,antigen processing and presentation of exogenous peptide antigen via MHC class II,GO,19886,biological_process
108539,108539,coronary vasculature development,GO,60976,biological_process
108658,108658,negative regulation of appetite by leptin-mediated signaling pathway,GO,38108,biological_process
108732,108732,xenobiotic transport across blood-brain barrier,GO,1990962,biological_process
108736,108736,activation of adenylate cyclase activity,GO,7190,biological_process
108767,108767,negative regulation of vascular associated smooth muscle cell proliferation,GO,1904706,biological_process
108803,108803,positive regulation of histone phosphorylation,GO,33129,biological_process
108804,108804,positive regulation of peptidyl-threonine phosphorylation,GO,10800,biological_process
108806,108806,positive regulation of I-kappaB phosphorylation,GO,1903721,biological_process
108817,108817,negative regulation of collagen biosynthetic process,GO,32966,biological_process
108823,108823,positive regulation of leukocyte adhesion to arterial endothelial cell,GO,1904999,biological_process
108867,108867,actin cytoskeleton reorganization,GO,31532,biological_process
108897,108897,positive regulation of NF-kappaB transcription factor activity,GO,51092,biological_process
108928,108928,protein localization to phagophore assembly site,GO,34497,biological_process
108951,108951,interleukin-7-mediated signaling pathway,GO,38111,biological_process
108952,108952,interleukin-21-mediated signaling pathway,GO,38114,biological_process
108953,108953,interleukin-18-mediated signaling pathway,GO,35655,biological_process
108954,108954,interleukin-12-mediated signaling pathway,GO,35722,biological_process
108959,108959,interleukin-23-mediated signaling pathway,GO,38155,biological_process
108960,108960,interleukin-6-mediated signaling pathway,GO,70102,biological_process
108962,108962,interleukin-9-mediated signaling pathway,GO,38113,biological_process
108964,108964,interleukin-1-mediated signaling pathway,GO,70498,biological_process
108967,108967,interleukin-27-mediated signaling pathway,GO,70106,biological_process
108970,108970,type I interferon signaling pathway,GO,60337,biological_process
108973,108973,interleukin-8-mediated signaling pathway,GO,38112,biological_process
108979,108979,interleukin-2-mediated signaling pathway,GO,38110,biological_process
108980,108980,interferon-gamma-mediated signaling pathway,GO,60333,biological_process
108982,108982,interleukin-15-mediated signaling pathway,GO,35723,biological_process
108984,108984,interleukin-35-mediated signaling pathway,GO,70757,biological_process
109038,109038,T cell homeostasis,GO,43029,biological_process
109055,109055,positive regulation of memory T cell differentiation,GO,43382,biological_process
109062,109062,neutrophil chemotaxis,GO,30593,biological_process
109079,109079,positive regulation of vascular associated smooth muscle cell proliferation,GO,1904707,biological_process
109242,109242,negative regulation of sequestering of triglyceride,GO,10891,biological_process
109243,109243,negative regulation of cholesterol storage,GO,10887,biological_process
109263,109263,cellular response to amyloid-beta,GO,1904646,biological_process
109264,109264,cellular response to muramyl dipeptide,GO,71225,biological_process
109283,109283,epithelial cell proliferation involved in salivary gland morphogenesis,GO,60664,biological_process
109299,109299,positive regulation of tumor necrosis factor (ligand) superfamily member 11 production,GO,2000309,biological_process
109300,109300,negative regulation of tumor necrosis factor (ligand) superfamily member 11 production,GO,2000308,biological_process
109305,109305,protein destabilization,GO,31648,biological_process
109306,109306,protein stabilization,GO,50821,biological_process
109332,109332,nucleotide-binding oligomerization domain containing 2 signaling pathway,GO,70431,biological_process
109333,109333,nucleotide-binding oligomerization domain containing 1 signaling pathway,GO,70427,biological_process
109343,109343,negative regulation of thioredoxin peroxidase activity by peptidyl-threonine phosphorylation,GO,1903125,biological_process
109344,109344,positive regulation of T-helper 1 cell differentiation,GO,45627,biological_process
109345,109345,positive regulation of T-helper 2 cell differentiation,GO,45630,biological_process
109349,109349,positive regulation of plasma cell differentiation,GO,1900100,biological_process
109350,109350,positive regulation of neutrophil degranulation,GO,43315,biological_process
109351,109351,"positive regulation of CD4-positive, CD25-positive, alpha-beta regulatory T cell differentiation involved in immune response",GO,32834,biological_process
109359,109359,removal of superoxide radicals,GO,19430,biological_process
109393,109393,calcium-independent cell-matrix adhesion,GO,7161,biological_process
109397,109397,smooth muscle cell-matrix adhesion,GO,61302,biological_process
109398,109398,negative regulation of gap junction assembly,GO,1903597,biological_process
109399,109399,negative regulation of bicellular tight junction assembly,GO,1903347,biological_process
109427,109427,tetrahydrofolate interconversion,GO,35999,biological_process
109430,109430,positive regulation of hippocampal neuron apoptotic process,GO,110090,biological_process
109433,109433,histone H3-R17 methylation,GO,34971,biological_process
109498,109498,negative regulation of tyrosine phosphorylation of STAT protein,GO,42532,biological_process
109506,109506,embryonic cranial skeleton morphogenesis,GO,48701,biological_process
109515,109515,positive regulation of natural killer cell mediated cytotoxicity directed against tumor cell target,GO,2860,biological_process
109532,109532,noradrenergic neuron development,GO,3358,biological_process
109537,109537,positive regulation of growth rate,GO,40010,biological_process
109544,109544,cellular response to tumor necrosis factor,GO,71356,biological_process
109545,109545,cellular response to interferon-gamma,GO,71346,biological_process
109546,109546,cellular response to interleukin-1,GO,71347,biological_process
109554,109554,cellular response to interleukin-6,GO,71354,biological_process
109555,109555,cellular response to leukemia inhibitory factor,GO,1990830,biological_process
109565,109565,cellular response to interleukin-7,GO,98761,biological_process
109596,109596,activation-induced cell death of T cells,GO,6924,biological_process
109601,109601,necroptotic process,GO,70266,biological_process
109647,109647,paraxial mesoderm morphogenesis,GO,48340,biological_process
109652,109652,induction of positive chemotaxis,GO,50930,biological_process
109653,109653,positive regulation of Rho protein signal transduction,GO,35025,biological_process
109687,109687,positive regulation of protein autoubiquitination,GO,1902499,biological_process
109705,109705,toll-like receptor 9 signaling pathway,GO,34162,biological_process
109754,109754,negative regulation of timing of catagen,GO,51796,biological_process
109773,109773,positive regulation of vascular associated smooth muscle cell apoptotic process,GO,1905461,biological_process
109784,109784,lipid phosphorylation,GO,46834,biological_process
109792,109792,T cell activation via T cell receptor contact with antigen bound to MHC molecule on antigen presenting cell,GO,2291,biological_process
109810,109810,Fc-gamma receptor signaling pathway involved in phagocytosis,GO,38096,biological_process
109821,109821,plasma cell differentiation,GO,2317,biological_process
109823,109823,germinal center B cell differentiation,GO,2314,biological_process
109857,109857,anterior neural tube closure,GO,61713,biological_process
109859,109859,neural tube closure,GO,1843,biological_process
109885,109885,positive regulation of keratinocyte proliferation,GO,10838,biological_process
109887,109887,positive regulation of cholangiocyte proliferation,GO,1904056,biological_process
109922,109922,positive regulation of JNK cascade,GO,46330,biological_process
109944,109944,B cell proliferation involved in immune response,GO,2322,biological_process
109977,109977,positive regulation of chemokine (C-X-C motif) ligand 2 production,GO,2000343,biological_process
110010,110010,complement-mediated synapse pruning,GO,150062,biological_process
110055,110055,behavioral response to nicotine,GO,35095,biological_process
110057,110057,adult feeding behavior,GO,8343,biological_process
110061,110061,extrinsic apoptotic signaling pathway in absence of ligand,GO,97192,biological_process
110070,110070,positive regulation of monocyte chemotactic protein-1 production,GO,71639,biological_process
110071,110071,positive regulation of fractalkine production,GO,32724,biological_process
110078,110078,hepatocyte apoptotic process,GO,97284,biological_process
110081,110081,endothelial cell apoptotic process,GO,72577,biological_process
110133,110133,positive regulation of superoxide anion generation,GO,32930,biological_process
110136,110136,positive regulation of microglial cell mediated cytotoxicity,GO,1904151,biological_process
110157,110157,postsynapse to nucleus signaling pathway,GO,99527,biological_process
110187,110187,negative regulation of interleukin-1 alpha production,GO,32690,biological_process
110275,110275,brown fat cell differentiation,GO,50873,biological_process
110313,110313,positive regulation of heterotypic cell-cell adhesion,GO,34116,biological_process
110357,110357,stimulatory C-type lectin receptor signaling pathway,GO,2223,biological_process
110372,110372,macrophage chemotaxis,GO,48246,biological_process
110374,110374,monocyte chemotaxis,GO,2548,biological_process
110381,110381,negative stranded viral RNA replication,GO,39689,biological_process
110397,110397,JNK cascade,GO,7254,biological_process
110411,110411,lipoprotein transport,GO,42953,biological_process
110425,110425,positive regulation of cytosolic calcium ion concentration involved in phospholipase C-activating G protein-coupled signaling pathway,GO,51482,biological_process
110462,110462,negative regulation of extracellular matrix disassembly,GO,10716,biological_process
110492,110492,negative regulation of cysteine-type endopeptidase activity involved in apoptotic signaling pathway,GO,2001268,biological_process
110502,110502,positive regulation of microglial cell activation,GO,1903980,biological_process
110548,110548,connective tissue replacement involved in inflammatory response wound healing,GO,2248,biological_process
110576,110576,cellular response to UV-A,GO,71492,biological_process
110581,110581,hypochlorous acid biosynthetic process,GO,2149,biological_process
110607,110607,positive regulation of erythrocyte differentiation,GO,45648,biological_process
110627,110627,positive regulation of prostaglandin-E synthase activity,GO,2000363,biological_process
110639,110639,maintenance of blood-brain barrier,GO,35633,biological_process
110652,110652,positive regulation of myosin light chain kinase activity,GO,35505,biological_process
110657,110657,positive regulation of isotype switching to IgA isotypes,GO,48298,biological_process
110675,110675,detection of oxidative stress,GO,70994,biological_process
110695,110695,myeloid dendritic cell antigen processing and presentation,GO,2469,biological_process
110697,110697,positive regulation of immature T cell proliferation in thymus,GO,33092,biological_process
110781,110781,locomotory exploration behavior,GO,35641,biological_process
110793,110793,positive regulation of prostaglandin-endoperoxide synthase activity,GO,60585,biological_process
110795,110795,positive regulation of superoxide dismutase activity,GO,1901671,biological_process
110812,110812,leukocyte tethering or rolling,GO,50901,biological_process
110898,110898,negative regulation of natural killer cell chemotaxis,GO,2000502,biological_process
110935,110935,negative regulation of glucose import,GO,46325,biological_process
110950,110950,host-mediated regulation of intestinal microbiota composition,GO,48874,biological_process
110958,110958,aortic valve morphogenesis,GO,3180,biological_process
110960,110960,positive regulation of cardiac muscle cell apoptotic process,GO,10666,biological_process
110961,110961,negative regulation of cardiac muscle cell apoptotic process,GO,10667,biological_process
111076,111076,type B pancreatic cell development,GO,3323,biological_process
111083,111083,negative regulation of hepatocyte apoptotic process,GO,1903944,biological_process
111116,111116,phospholipid homeostasis,GO,55091,biological_process
111148,111148,transcription initiation from RNA polymerase II promoter,GO,6367,biological_process
111174,111174,sensory perception of sound,GO,7605,biological_process
111177,111177,activation of JUN kinase activity,GO,7257,biological_process
111210,111210,positive regulation of type B pancreatic cell apoptotic process,GO,2000676,biological_process
111223,111223,negative regulation of interleukin-6-mediated signaling pathway,GO,70104,biological_process
111232,111232,"negative regulation of circadian sleep/wake cycle, REM sleep",GO,42322,biological_process
111256,111256,sequestering of triglyceride,GO,30730,biological_process
111309,111309,superoxide anion generation,GO,42554,biological_process
111360,111360,negative regulation of single-species biofilm formation in or on host organism,GO,1900229,biological_process
111364,111364,negative regulation of late endosome to lysosome transport,GO,1902823,biological_process
111366,111366,cytoplasmic sequestering of NF-kappaB,GO,7253,biological_process
111372,111372,positive regulation of synaptic vesicle endocytosis,GO,1900244,biological_process
111399,111399,antigen processing and presentation of endogenous peptide antigen via MHC class II,GO,2491,biological_process
111404,111404,homophilic cell adhesion via plasma membrane adhesion molecules,GO,7156,biological_process
111410,111410,heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules,GO,7157,biological_process
111413,111413,positive regulation of bone mineralization involved in bone maturation,GO,1900159,biological_process
111445,111445,"positive regulation of circadian sleep/wake cycle, non-REM sleep",GO,46010,biological_process
111455,111455,negative regulation of vascular associated smooth muscle cell migration,GO,1904753,biological_process
111491,111491,positive regulation of interferon-beta production,GO,32728,biological_process
111551,111551,positive regulation of Schwann cell differentiation,GO,14040,biological_process
111558,111558,positive regulation of 1-phosphatidylinositol-3-kinase activity,GO,61903,biological_process
111574,111574,positive regulation of substrate adhesion-dependent cell spreading,GO,1900026,biological_process
111577,111577,positive regulation of NK T cell proliferation,GO,51142,biological_process
111631,111631,cerebellar granule cell precursor proliferation,GO,21930,biological_process
111637,111637,positive regulation of lamellipodium assembly,GO,10592,biological_process
111657,111657,positive regulation of appetite,GO,32100,biological_process
111706,111706,positive regulation of neutrophil chemotaxis,GO,90023,biological_process
111726,111726,negative regulation of interleukin-1-mediated signaling pathway,GO,2000660,biological_process
111727,111727,negative regulation of interleukin-4-mediated signaling pathway,GO,1902215,biological_process
111728,111728,negative regulation of interleukin-2-mediated signaling pathway,GO,1902206,biological_process
111729,111729,negative regulation of tumor necrosis factor-mediated signaling pathway,GO,10804,biological_process
111733,111733,negative regulation of macrophage colony-stimulating factor signaling pathway,GO,1902227,biological_process
111753,111753,negative regulation of activated T cell proliferation,GO,46007,biological_process
111827,111827,embryonic liver development,GO,1990402,biological_process
111880,111880,T-helper 2 cell cytokine production,GO,35745,biological_process
112001,112001,negative regulation of glucagon secretion,GO,70093,biological_process
112023,112023,negative regulation of macrophage cytokine production,GO,10936,biological_process
112026,112026,ceramide translocation,GO,99040,biological_process
112030,112030,positive regulation of insulin secretion involved in cellular response to glucose stimulus,GO,35774,biological_process
112055,112055,cellular response to hydrogen peroxide,GO,70301,biological_process
112086,112086,positive regulation of small intestine smooth muscle contraction,GO,1904349,biological_process
112105,112105,positive regulation of receptor signaling pathway via JAK-STAT,GO,46427,biological_process
112127,112127,positive regulation of interferon-alpha production,GO,32727,biological_process
112158,112158,positive regulation of T-helper 17 cell lineage commitment,GO,2000330,biological_process
112177,112177,positive regulation of activated T cell proliferation,GO,42104,biological_process
112193,112193,positive regulation of sprouting angiogenesis,GO,1903672,biological_process
112273,112273,peptide antigen assembly with MHC class II protein complex,GO,2503,biological_process
112333,112333,positive regulation of vascular endothelial cell proliferation,GO,1905564,biological_process
112344,112344,positive regulation of phosphatidic acid biosynthetic process,GO,1905695,biological_process
112365,112365,xenophagy,GO,98792,biological_process
112373,112373,positive regulation of histone deacetylase activity,GO,1901727,biological_process
112472,112472,cellular response to dopamine,GO,1903351,biological_process
112474,112474,cellular response to epinephrine stimulus,GO,71872,biological_process
112487,112487,neutrophil degranulation,GO,43312,biological_process
112568,112568,PERK-mediated unfolded protein response,GO,36499,biological_process
112582,112582,T-helper 17 cell lineage commitment,GO,72540,biological_process
112695,112695,positive regulation of extracellular matrix disassembly,GO,90091,biological_process
112724,112724,positive regulation of core promoter binding,GO,1904798,biological_process
112766,112766,positive regulation of luteinizing hormone secretion,GO,33686,biological_process
112789,112789,positive regulation of monocyte differentiation,GO,45657,biological_process
112803,112803,ureteric bud development,GO,1657,biological_process
112849,112849,L-fucose catabolic process,GO,42355,biological_process
112918,112918,low-density lipoprotein particle remodeling,GO,34374,biological_process
112926,112926,negative regulation of interferon-alpha production,GO,32687,biological_process
113033,113033,detection of muramyl dipeptide,GO,32498,biological_process
113042,113042,"blood coagulation, fibrin clot formation",GO,72378,biological_process
113108,113108,negative regulation of cardiac muscle hypertrophy in response to stress,GO,1903243,biological_process
113109,113109,in utero embryonic development,GO,1701,biological_process
113168,113168,establishment of endothelial intestinal barrier,GO,90557,biological_process
113169,113169,negative regulation of alkaline phosphatase activity,GO,10693,biological_process
113213,113213,hepatic immune response,GO,2384,biological_process
113243,113243,energy homeostasis,GO,97009,biological_process
113244,113244,multicellular organismal iron ion homeostasis,GO,60586,biological_process
113272,113272,endochondral bone growth,GO,3416,biological_process
113290,113290,positive regulation of tumor necrosis factor production,GO,32760,biological_process
113324,113324,negative regulation of protein processing involved in protein targeting to mitochondrion,GO,1903217,biological_process
113338,113338,positive regulation of apoptotic DNA fragmentation,GO,1902512,biological_process
113399,113399,(R)-carnitine transmembrane transport,GO,1902270,biological_process
113406,113406,negative regulation of lung blood pressure,GO,61767,biological_process
113408,113408,intestinal epithelial structure maintenance,GO,60729,biological_process
113411,113411,isotype switching to IgA isotypes,GO,48290,biological_process
113456,113456,T cell receptor signaling pathway,GO,50852,biological_process
113480,113480,antifungal humoral response,GO,19732,biological_process
113527,113527,mineralocorticoid receptor signaling pathway,GO,31959,biological_process
113577,113577,hepatocyte proliferation,GO,72574,biological_process
113597,113597,positive regulation of glucose import,GO,46326,biological_process
113641,113641,entry of bacterium into host cell,GO,35635,biological_process
113738,113738,nitrogen catabolite activation of transcription from RNA polymerase II promoter,GO,1080,biological_process
113770,113770,establishment of Sertoli cell barrier,GO,97368,biological_process
113784,113784,negative regulation of tumor necrosis factor production,GO,32720,biological_process
113811,113811,negative regulation of interleukin-1 beta production,GO,32691,biological_process
113885,113885,protein lipidation involved in autophagosome assembly,GO,61739,biological_process
113912,113912,DN3 thymocyte differentiation,GO,1904156,biological_process
113913,113913,DN2 thymocyte differentiation,GO,1904155,biological_process
113947,113947,positive regulation of keratinocyte migration,GO,51549,biological_process
113958,113958,blood coagulation,GO,7596,biological_process
113985,113985,intracellular distribution of mitochondria,GO,48312,biological_process
113995,113995,positive regulation of p38MAPK cascade,GO,1900745,biological_process
114001,114001,macrophage derived foam cell differentiation,GO,10742,biological_process
114024,114024,positive regulation of peptidyl-serine phosphorylation of STAT protein,GO,33141,biological_process
114073,114073,antimicrobial humoral immune response mediated by antimicrobial peptide,GO,61844,biological_process
114118,114118,G2/M transition of mitotic cell cycle,GO,86,biological_process
114120,114120,activation of cysteine-type endopeptidase activity,GO,97202,biological_process
114257,114257,Arp2/3 complex-mediated actin nucleation,GO,34314,biological_process
114301,114301,membrane to membrane docking,GO,22614,biological_process
114305,114305,positive regulation of T-helper 2 cell cytokine production,GO,2000553,biological_process
114326,114326,"antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent",GO,2479,biological_process
114344,114344,positive regulation of cholesterol efflux,GO,10875,biological_process
114380,114380,positive regulation of growth factor dependent skeletal muscle satellite cell proliferation,GO,1902728,biological_process
114413,114413,tyrosine phosphorylation of STAT protein,GO,7260,biological_process
114429,114429,activation of cysteine-type endopeptidase activity involved in apoptotic signaling pathway,GO,97296,biological_process
114453,114453,tumor necrosis factor production,GO,32640,biological_process
114455,114455,receptor signaling pathway via JAK-STAT,GO,7259,biological_process
114456,114456,positive regulation of macrophage cytokine production,GO,60907,biological_process
114503,114503,negative regulation of positive thymic T cell selection,GO,1902233,biological_process
114551,114551,protein localization to endoplasmic reticulum exit site,GO,70973,biological_process
114555,114555,positive regulation of defense response to virus by host,GO,2230,biological_process
114574,114574,activation of GTPase activity,GO,90630,biological_process
114613,114613,positive regulation of biosynthetic process of antibacterial peptides active against Gram-positive bacteria,GO,6965,biological_process
114681,114681,positive regulation of calcineurin-NFAT signaling cascade,GO,70886,biological_process
114699,114699,low-density lipoprotein particle clearance,GO,34383,biological_process
114797,114797,histone H3-Y41 phosphorylation,GO,35409,biological_process
114807,114807,negative regulation of vascular associated smooth muscle cell apoptotic process,GO,1905460,biological_process
114831,114831,fever generation,GO,1660,biological_process
114900,114900,gastric emptying,GO,35483,biological_process
114919,114919,heart looping,GO,1947,biological_process
114926,114926,negative regulation of bone resorption,GO,45779,biological_process
114939,114939,phosphatidylinositol 3-kinase signaling,GO,14065,biological_process
114940,114940,response to gold nanoparticle,GO,1990268,biological_process
114997,114997,growth hormone receptor signaling pathway via JAK-STAT,GO,60397,biological_process
115023,115023,bone mineralization involved in bone maturation,GO,35630,biological_process
115034,115034,apoptotic DNA fragmentation,GO,6309,biological_process
115045,115045,Peyer's patch development,GO,48541,biological_process
115174,115174,primary miRNA binding,GO,70878,molecular_function
115192,115192,protein threonine kinase activity,GO,106311,molecular_function
115199,115199,GTP-dependent protein kinase activity,GO,34211,molecular_function
115202,115202,protein serine kinase activity,GO,106310,molecular_function
115459,115459,heme binding,GO,20037,molecular_function
116467,116467,magnesium ion binding,GO,287,molecular_function
116663,116663,secondary active organic cation transmembrane transporter activity,GO,8513,molecular_function
116712,116712,LIM domain binding,GO,30274,molecular_function
116715,116715,ankyrin repeat binding,GO,71532,molecular_function
116725,116725,CARD domain binding,GO,50700,molecular_function
116734,116734,DNA binding domain binding,GO,50692,molecular_function
116750,116750,SH2 domain binding,GO,42169,molecular_function
116751,116751,PDZ domain binding,GO,30165,molecular_function
116753,116753,disordered domain specific binding,GO,97718,molecular_function
116781,116781,LBD domain binding,GO,50693,molecular_function
116782,116782,heparin binding,GO,8201,molecular_function
116786,116786,peptidoglycan binding,GO,42834,molecular_function
116806,116806,G protein-coupled bile acid receptor activity,GO,38182,molecular_function
116854,116854,interleukin-2 binding,GO,19976,molecular_function
116858,116858,interleukin-10 binding,GO,19969,molecular_function
117085,117085,phosphate ion binding,GO,42301,molecular_function
117390,117390,chenodeoxycholic acid binding,GO,1902122,molecular_function
117411,117411,interleukin-2 receptor binding,GO,5134,molecular_function
117413,117413,interleukin-6 receptor binding,GO,5138,molecular_function
117417,117417,interleukin-12 receptor binding,GO,5143,molecular_function
117418,117418,interleukin-10 receptor binding,GO,5141,molecular_function
117638,117638,growth factor activity,GO,8083,molecular_function
117654,117654,ghrelin receptor binding,GO,31768,molecular_function
117962,117962,NAD+ kinase activity,GO,3951,molecular_function
117973,117973,sphinganine kinase activity,GO,8481,molecular_function
118059,118059,complement component C1q complex binding,GO,1849,molecular_function
118069,118069,T cell receptor binding,GO,42608,molecular_function
118079,118079,insulin receptor binding,GO,5158,molecular_function
118087,118087,proteasome binding,GO,70628,molecular_function
118101,118101,G-protein beta/gamma-subunit complex binding,GO,31683,molecular_function
118105,118105,beta-catenin destruction complex binding,GO,1904713,molecular_function
118224,118224,oxalate transmembrane transporter activity,GO,19531,molecular_function
118509,118509,MHC class II receptor activity,GO,32395,molecular_function
118985,118985,insulin-like growth factor receptor binding,GO,5159,molecular_function
118994,118994,leptin receptor binding,GO,1990460,molecular_function
118999,118999,acetylcholine receptor binding,GO,33130,molecular_function
119014,119014,CD4 receptor binding,GO,42609,molecular_function
119015,119015,scavenger receptor binding,GO,5124,molecular_function
119029,119029,sialic acid binding,GO,33691,molecular_function
119045,119045,protein C-terminus binding,GO,8022,molecular_function
119049,119049,calmodulin binding,GO,5516,molecular_function
119050,119050,GTPase activating protein binding,GO,32794,molecular_function
119055,119055,beta-catenin binding,GO,8013,molecular_function
119064,119064,chaperone binding,GO,51087,molecular_function
119074,119074,insulin receptor substrate binding,GO,43560,molecular_function
119080,119080,co-receptor binding,GO,39706,molecular_function
119084,119084,gamma-catenin binding,GO,45295,molecular_function
119096,119096,MDM2/MDM4 family protein binding,GO,97371,molecular_function
119106,119106,ion channel binding,GO,44325,molecular_function
119328,119328,growth hormone receptor binding,GO,5131,molecular_function
119330,119330,interferon-gamma receptor binding,GO,5133,molecular_function
119346,119346,interleukin-23 receptor binding,GO,45519,molecular_function
119362,119362,N-formyl peptide receptor activity,GO,4982,molecular_function
119433,119433,chemokine activity,GO,8009,molecular_function
119560,119560,D-erythro-sphingosine kinase activity,GO,17050,molecular_function
119596,119596,interleukin-12 alpha subunit binding,GO,42164,molecular_function
119635,119635,scavenger receptor activity,GO,5044,molecular_function
119696,119696,choline binding,GO,33265,molecular_function
119707,119707,CCR6 chemokine receptor binding,GO,31731,molecular_function
119712,119712,CCR2 chemokine receptor binding,GO,31727,molecular_function
119713,119713,CCR5 chemokine receptor binding,GO,31730,molecular_function
119776,119776,low-density lipoprotein particle receptor binding,GO,50750,molecular_function
119847,119847,peroxidase inhibitor activity,GO,36479,molecular_function
119968,119968,galactoside 2-alpha-L-fucosyltransferase activity,GO,8107,molecular_function
119999,119999,superoxide-generating NADPH oxidase activator activity,GO,16176,molecular_function
120259,120259,arachidonic acid binding,GO,50544,molecular_function
120291,120291,ankyrin binding,GO,30506,molecular_function
120568,120568,interleukin-23 binding,GO,42019,molecular_function
120581,120581,histone deacetylase binding,GO,42826,molecular_function
120584,120584,DEAD/H-box RNA helicase binding,GO,17151,molecular_function
120629,120629,D5 dopamine receptor binding,GO,31752,molecular_function
120794,120794,ATP binding,GO,5524,molecular_function
120879,120879,"interleukin-1, type II, blocking receptor activity",GO,4910,molecular_function
121108,121108,lipopolysaccharide binding,GO,1530,molecular_function
121112,121112,nuclear receptor activity,GO,4879,molecular_function
121113,121113,"DNA-binding transcription activator activity, RNA polymerase II-specific",GO,1228,molecular_function
121114,121114,"DNA-binding transcription repressor activity, RNA polymerase II-specific",GO,1227,molecular_function
121267,121267,growth hormone-releasing hormone activity,GO,16608,molecular_function
121367,121367,interleukin-8 receptor activity,GO,4918,molecular_function
121591,121591,protein-cysteine methyltransferase activity,GO,106363,molecular_function
121636,121636,virus receptor activity,GO,1618,molecular_function
121655,121655,complement component C4b binding,GO,1855,molecular_function
121658,121658,complement component C3b binding,GO,1851,molecular_function
121719,121719,serine-type endopeptidase activity,GO,4252,molecular_function
121815,121815,BH3 domain binding,GO,51434,molecular_function
121941,121941,chloride transmembrane transporter activity,GO,15108,molecular_function
122016,122016,interleukin-2 receptor activity,GO,4911,molecular_function
122022,122022,interleukin-18 receptor activity,GO,42008,molecular_function
122023,122023,interleukin-10 receptor activity,GO,4920,molecular_function
122044,122044,interleukin-23 receptor activity,GO,42020,molecular_function
122046,122046,interleukin-7 receptor activity,GO,4917,molecular_function
122081,122081,mineralocorticoid receptor binding,GO,31962,molecular_function
122117,122117,muramyl dipeptide binding,GO,32500,molecular_function
122191,122191,IgG binding,GO,19864,molecular_function
122208,122208,caspase binding,GO,89720,molecular_function
122386,122386,Hsp70 protein binding,GO,30544,molecular_function
122387,122387,Hsp90 protein binding,GO,51879,molecular_function
122445,122445,peptide antigen binding,GO,42605,molecular_function
122448,122448,amyloid-beta binding,GO,1540,molecular_function
122450,122450,E-box binding,GO,70888,molecular_function
122514,122514,low-density lipoprotein particle binding,GO,30169,molecular_function
122515,122515,metalloaminopeptidase activity,GO,70006,molecular_function
122601,122601,protein phosphatase 2A binding,GO,51721,molecular_function
122627,122627,NAD(P)+ nucleosidase activity,GO,50135,molecular_function
122720,122720,non-membrane spanning protein tyrosine phosphatase activity,GO,4726,molecular_function
122739,122739,methylenetetrahydrofolate reductase NADH activity,GO,106312,molecular_function
122740,122740,methylenetetrahydrofolate reductase NADPH activity,GO,106313,molecular_function
122806,122806,promoter-specific chromatin binding,GO,1990841,molecular_function
122819,122819,primary amine oxidase activity,GO,8131,molecular_function
122836,122836,FAD binding,GO,71949,molecular_function
122869,122869,lipopolysaccharide immune receptor activity,GO,1875,molecular_function
122946,122946,NF-kappaB binding,GO,51059,molecular_function
122947,122947,STAT family protein binding,GO,97677,molecular_function
122948,122948,NFAT protein binding,GO,51525,molecular_function
123006,123006,phosphatidylcholine floppase activity,GO,90554,molecular_function
123017,123017,GTP binding,GO,5525,molecular_function
123091,123091,cyclin-dependent protein serine/threonine kinase inhibitor activity,GO,4861,molecular_function
123116,123116,RNA polymerase II core promoter sequence-specific DNA binding,GO,979,molecular_function
123189,123189,phosphatidylinositol-3-phosphate binding,GO,32266,molecular_function
123204,123204,phosphatidylethanolamine flippase activity,GO,90555,molecular_function
123249,123249,R-SMAD binding,GO,70412,molecular_function
123250,123250,co-SMAD binding,GO,70410,molecular_function
